left_wrist_x,left_wrist_y,left_wrist_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,Left_Elbow_x,Left_Elbow_y,Left_Elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_Elbow_x,right_Elbow_y,right_Elbow_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z,label
0.322851148,0.328592846,-0.743191934,0.66267599,0.318905606,-0.623191051,0.487719655,0.334990785,-0.761465077,0.31274598,0.386449863,-0.033897322,0.614612119,0.321448058,0.044445326,0.454489097,0.351985234,0.109421067,0.279033367,0.324996805,-0.823679946,0.28186516,0.388500855,-0.061817979,0.284806121,0.318495553,-0.800521105,0.279132227,0.39020323,-0.12728687,0.302094431,0.322709392,-0.734325566,0.290643765,0.390744195,-0.072592903,0.648899686,0.494494029,-0.194548409,0.598495851,0.4958493,0.194022063,0.641452591,0.618463308,0.041190186,0.614544054,0.617292259,0.458556981,0.654142795,0.743340665,0.350038156,0.65036248,0.728153703,0.804061996,0.675187433,0.770611273,0.372247441,0.67348074,0.750183041,0.834091996,0.55312216,0.76607392,0.197882081,0.565663137,0.745882658,0.720675819,1
0.284839108,0.352137695,-0.641736724,0.641409535,0.316333226,-0.579010865,0.456679645,0.339657286,-0.694372244,0.435429334,0.410683681,0.232595408,0.651100444,0.324864951,0.073743494,0.54511261,0.370089424,0.215243486,0.242237183,0.352946162,-0.716598071,0.421298997,0.412193883,0.2330497,0.251405339,0.349389577,-0.687475024,0.420250355,0.415650112,0.179614348,0.263545184,0.35187947,-0.629407173,0.422588216,0.413574961,0.205987907,0.636594797,0.497928092,-0.190078082,0.621441463,0.498639021,0.189620888,0.639078052,0.622972752,0.107056357,0.625335684,0.620630689,0.493854061,0.650898051,0.744568148,0.427457486,0.653556005,0.728936104,0.844435048,0.672890361,0.771718174,0.452906239,0.67676992,0.750457697,0.878364473,0.550168881,0.765780585,0.304619968,0.568433523,0.74499162,0.789949633,2
0.220648394,0.393065341,-0.411120988,0.480011435,0.323910397,-0.512213797,0.360923193,0.406882917,-0.542229699,0.415943531,0.465587008,0.256378134,0.540099859,0.321038953,0.13376006,0.507261422,0.415382226,0.263201002,0.181144443,0.382350819,-0.468558939,0.40246313,0.470377707,0.260692075,0.185200451,0.372792576,-0.445553449,0.395076122,0.468901582,0.211855669,0.199482842,0.377401538,-0.397905089,0.39918739,0.467635789,0.233092517,0.488794687,0.506368264,-0.186548272,0.520889991,0.501983399,0.186004883,0.494815855,0.629677371,0.082939531,0.519444944,0.62291455,0.474579146,0.507646469,0.748358312,0.342196168,0.552324297,0.726687922,0.785727596,0.532877617,0.772766074,0.36203548,0.570170474,0.747533936,0.816774907,0.412246864,0.762739022,0.251936374,0.474480043,0.737498791,0.779175412,1
0.200933186,0.346020097,-0.508817109,0.491290714,0.321659278,-0.533915774,0.339928815,0.382779359,-0.604642726,0.434639066,0.465869929,0.204951806,0.527669473,0.320296552,0.124075779,0.502874599,0.406663158,0.25019526,0.168026307,0.330958544,-0.574372674,0.423634254,0.475266305,0.204589975,0.173175471,0.321099251,-0.549931386,0.420405885,0.474013081,0.153987192,0.184017522,0.326597735,-0.496177739,0.424070321,0.47077755,0.180192095,0.500597939,0.501988003,-0.192382289,0.506472795,0.499407681,0.191794496,0.500618965,0.62575071,0.059342724,0.511677242,0.620201347,0.469727704,0.51354271,0.746312433,0.312599623,0.546237694,0.727879105,0.777417837,0.538330901,0.771089811,0.33133191,0.565634062,0.749604818,0.807462697,0.416339861,0.762993212,0.203102086,0.473062889,0.741931044,0.747703385,2
0.30157085,0.337413312,-0.763743249,0.659671862,0.3181132,-0.639218892,0.475192425,0.336347974,-0.774645558,0.303106583,0.377405831,-0.020923737,0.623751934,0.321380309,0.047117812,0.457713972,0.348183744,0.112617099,0.262181391,0.33257503,-0.849271805,0.276011439,0.376248525,-0.047450077,0.267855593,0.324288462,-0.822912393,0.273084508,0.37898351,-0.114697564,0.281855874,0.330911304,-0.754064856,0.281395557,0.379848313,-0.060316002,0.650929237,0.497284814,-0.19495077,0.602286856,0.497973109,0.19447369,0.644255907,0.620965291,0.070852141,0.616546684,0.619411103,0.484237157,0.653770605,0.744323054,0.402472498,0.650170465,0.729049125,0.849712547,0.674343855,0.771381731,0.426744426,0.672765777,0.750604658,0.882634598,0.551788739,0.768158112,0.252481152,0.565272354,0.747586133,0.771502424,1
0.206475682,0.360176158,-0.439163522,0.4739953,0.323520174,-0.506226059,0.341430592,0.392963185,-0.557386978,0.429493352,0.462795064,0.251870251,0.53088576,0.320812581,0.139029721,0.507127518,0.410213884,0.269082784,0.172259652,0.346853595,-0.499123532,0.418233431,0.469677407,0.258355076,0.177297189,0.337038451,-0.473206944,0.411754892,0.467719839,0.208855832,0.189435674,0.341858506,-0.425323454,0.414987664,0.465345786,0.22865183,0.483783377,0.501400962,-0.188986912,0.522000134,0.49809685,0.188450158,0.49363639,0.625309337,0.058889484,0.521780442,0.619986589,0.461458381,0.509976638,0.746033139,0.305076666,0.554949069,0.727082693,0.755152063,0.535535042,0.769061441,0.324380366,0.572068293,0.749754477,0.784870112,0.417388626,0.760997935,0.219156754,0.476576105,0.739119081,0.739423501,2
0.290693402,0.331127649,-0.764575579,0.654499176,0.317709014,-0.639506197,0.467259389,0.333191188,-0.78050163,0.344939926,0.40177492,0.023439412,0.624034324,0.321967316,0.048308134,0.479627153,0.356410481,0.130907171,0.243275288,0.329710596,-0.852716233,0.3230531,0.399572091,0.001628086,0.249691308,0.322595957,-0.822101263,0.320044872,0.401929462,-0.063413364,0.264442308,0.326990308,-0.753429881,0.328900757,0.405017266,-0.013306841,0.646958985,0.495725809,-0.197454092,0.605553077,0.496625941,0.196981713,0.643670115,0.619695377,0.08279265,0.618798099,0.617199591,0.501235052,0.654705292,0.743237428,0.42154791,0.651836652,0.727524931,0.875184116,0.675309232,0.769634105,0.447464304,0.674422294,0.749037722,0.909609437,0.554361194,0.764052931,0.282276597,0.567992669,0.744154851,0.8029366,1
0.213532789,0.375588796,-0.393823573,0.473157039,0.323850206,-0.493463823,0.351360732,0.401874209,-0.530287965,0.430610807,0.468035332,0.276582118,0.536896369,0.320673006,0.149686671,0.515404625,0.414746997,0.283456346,0.177074295,0.363170203,-0.450327211,0.417552013,0.474175654,0.283436892,0.181363722,0.352983184,-0.424847003,0.410858052,0.471799401,0.234419282,0.194775056,0.357834542,-0.379483984,0.414673272,0.469784384,0.253689319,0.480237523,0.503925051,-0.190183737,0.526177599,0.500298677,0.189650839,0.490710554,0.627828287,0.071285487,0.524492415,0.621519393,0.486118419,0.506683009,0.747011574,0.321679161,0.556217464,0.726953869,0.800580967,0.532265497,0.770502381,0.341638038,0.574239146,0.748497795,0.832753754,0.414790978,0.761809187,0.241072759,0.478787108,0.737400978,0.796292282,2
0.280892513,0.329338855,-0.772148837,0.656317467,0.317614855,-0.64738383,0.464532698,0.330896259,-0.7861847,0.32992694,0.384016155,0.008511491,0.625269989,0.32172725,0.044827515,0.473474497,0.352687002,0.121377769,0.238168329,0.32637368,-0.861655977,0.308244768,0.383465803,-0.014588116,0.245071332,0.317965451,-0.830558869,0.303153854,0.384839479,-0.079972342,0.256098056,0.324177173,-0.760986336,0.310351296,0.384913711,-0.028873665,0.648068088,0.496130899,-0.197941298,0.604601657,0.496855298,0.197477678,0.644032046,0.619165976,0.082553533,0.617878769,0.617352149,0.507282,0.655337685,0.743558487,0.421647162,0.651339011,0.728286077,0.88254705,0.675902825,0.770397902,0.44733212,0.674091053,0.74995884,0.917091595,0.554471216,0.765835826,0.278475665,0.567339372,0.745584949,0.808601093,1
0.212757653,0.37796018,-0.435102798,0.478413947,0.323768051,-0.514802636,0.352890909,0.401679871,-0.556793821,0.427376732,0.467428091,0.269955638,0.53449711,0.320537954,0.135373364,0.510072023,0.414054379,0.274864805,0.17656862,0.365616668,-0.495048701,0.415038579,0.473720118,0.276264058,0.180825683,0.355830029,-0.470710375,0.408334442,0.47218306,0.226852769,0.19400461,0.360762658,-0.421617031,0.412031171,0.470184611,0.246842382,0.484656737,0.505272852,-0.190184858,0.520548282,0.501066788,0.189637588,0.493657244,0.628335767,0.089831781,0.521433954,0.62211215,0.487395877,0.508715687,0.746051554,0.357715276,0.554123379,0.726287445,0.808028342,0.53462051,0.770347654,0.378744611,0.572199346,0.7483581,0.840847347,0.413844392,0.762132141,0.269442059,0.476503706,0.736955961,0.800850297,2
