left_wrist_x,left_wrist_y,left_wrist_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,Left_Elbow_x,Left_Elbow_y,Left_Elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_Elbow_x,right_Elbow_y,right_Elbow_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z,label
0.188812658,0.372256637,-0.659982145,0.499145105,0.381323308,-0.550876439,0.337772295,0.39384301,-0.691537678,0.248773463,0.413946137,0.162954085,0.46118781,0.387595117,0.057148296,0.355142906,0.414437562,0.224830851,0.152231805,0.358482614,-0.730333477,0.222956218,0.408877432,0.15437156,0.156630501,0.353274181,-0.716550112,0.219982684,0.40791218,0.097173139,0.168541774,0.361793295,-0.654596269,0.226584271,0.408782959,0.133650661,0.503605157,0.576321632,-0.199536905,0.453821704,0.571387559,0.199349985,0.49494876,0.700100064,-0.035348464,0.455511242,0.686955184,0.574191153,0.520130396,0.823930115,0.144459456,0.50195545,0.787309319,0.963084668,0.547843903,0.849425226,0.155508831,0.520676404,0.806241423,0.999261558,0.429401368,0.851498961,-0.015740553,0.416474268,0.808939934,0.945516199,1
0.250650048,0.350674897,-0.61270076,0.524131596,0.378048182,-0.487842053,0.357778102,0.376465291,-0.634962082,0.226894215,0.424444914,0.120579161,0.484803647,0.388634712,0.112503484,0.35156104,0.417535067,0.230646893,0.213745773,0.336071372,-0.674762845,0.199175417,0.420156837,0.101864129,0.218498275,0.33347103,-0.663493216,0.197029814,0.415840507,0.047795948,0.228732079,0.345210373,-0.608805656,0.205022782,0.420209736,0.089626446,0.515948296,0.5734604,-0.189735696,0.480189592,0.570575774,0.189451844,0.502388179,0.697257817,-0.031298898,0.480326086,0.686827481,0.51147759,0.52003026,0.823237598,0.142033398,0.525981963,0.786687016,0.84855938,0.547522664,0.850633621,0.151536122,0.550130606,0.80560267,0.881058514,0.429897219,0.847613275,-0.028472707,0.442988366,0.806647241,0.810874164,2
0.134761773,0.384434327,-0.35054937,0.35371995,0.394293562,-0.37669763,0.206504695,0.441600949,-0.447376266,0.232256167,0.405289441,0.470449671,0.390292779,0.388632789,0.124575004,0.304889187,0.443222687,0.325964019,0.116440214,0.368756652,-0.382659629,0.229204617,0.38745743,0.493187532,0.13291052,0.361584261,-0.367349908,0.22405041,0.383025452,0.469333962,0.141309097,0.369219795,-0.340945855,0.226380706,0.390338823,0.463279396,0.355848923,0.588257641,-0.158203237,0.347423837,0.581771195,0.157898493,0.372370899,0.70513472,0.020895149,0.363035098,0.689504832,0.323651224,0.399772823,0.816726059,0.188577175,0.406191111,0.785209268,0.538933396,0.424240425,0.84059605,0.200357735,0.429497272,0.808460206,0.558495849,0.307834774,0.84190619,0.112763755,0.338171482,0.802606195,0.508939028,1
0.150013417,0.404751718,-0.360835582,0.365326598,0.396470964,-0.377133712,0.238995574,0.456300333,-0.444447488,0.264083177,0.421741441,0.492763862,0.390869007,0.387264743,0.14784883,0.326413825,0.445502728,0.357272118,0.127116799,0.39335604,-0.394247115,0.252172261,0.410151333,0.513203919,0.138975963,0.382995635,-0.383464903,0.246694677,0.404546171,0.48771815,0.147824086,0.38807933,-0.353002876,0.250215679,0.410152555,0.48231177,0.375536367,0.583657056,-0.16901242,0.360778809,0.578496307,0.168702811,0.380733073,0.705466926,-0.016547657,0.375599369,0.689432949,0.35095121,0.399724007,0.81843856,0.110005092,0.417823911,0.786263168,0.569997847,0.423463508,0.842000991,0.117888153,0.442491844,0.80828765,0.589171946,0.307850718,0.843669027,0.008652124,0.350728065,0.807424009,0.557948887,2
0.183530867,0.377737507,-0.625201195,0.499680042,0.382435888,-0.543610841,0.341603398,0.400599584,-0.661350399,0.253553733,0.399609208,0.218410484,0.465348184,0.387574062,0.107003376,0.354331896,0.403356791,0.261867106,0.141627535,0.363435492,-0.690138698,0.229618005,0.394476548,0.213162921,0.147438303,0.357086495,-0.676881105,0.227697812,0.389513627,0.157625616,0.160856746,0.36547175,-0.617251545,0.23429054,0.394418702,0.189004265,0.497515529,0.576196223,-0.193007357,0.460300684,0.571600676,0.192922652,0.4908894,0.701724857,-0.039498752,0.457708284,0.688052922,0.534195721,0.519546092,0.82464239,0.124142207,0.500809461,0.784673959,0.899587631,0.548508972,0.851342887,0.132683113,0.519566774,0.804355174,0.935097694,0.430352256,0.851602256,-0.042265262,0.414242834,0.807775915,0.871366203,1
0.153159648,0.386572823,-0.311940044,0.370416448,0.39231281,-0.38859117,0.222684473,0.439799115,-0.437394813,0.247452408,0.405863211,0.42227006,0.395430237,0.388717994,0.142318673,0.301732346,0.435709149,0.325609908,0.129777327,0.372384593,-0.343617827,0.23633188,0.393793479,0.435380459,0.142203733,0.364995748,-0.343584239,0.229308993,0.387637198,0.402160853,0.151853189,0.371802822,-0.309271514,0.229116052,0.393026128,0.406618968,0.37836948,0.580186516,-0.169909604,0.360290989,0.574421883,0.169630088,0.378837064,0.702526242,-0.020466456,0.373293594,0.688237935,0.360896513,0.398069218,0.817808509,0.113314886,0.415501013,0.787558496,0.584371448,0.423758388,0.841753364,0.122327279,0.440370962,0.809475869,0.606048733,0.306332976,0.844839454,0.007400474,0.346855745,0.803275108,0.569250345,2
0.171951756,0.340962917,-0.61013037,0.488018796,0.379076555,-0.527944535,0.31536068,0.376350924,-0.642340213,0.25674136,0.435867086,0.165624134,0.461884573,0.386069819,0.108975619,0.359083623,0.423473358,0.260638043,0.13756565,0.323433682,-0.680694103,0.23552832,0.428601354,0.154284917,0.143233746,0.316475093,-0.659148693,0.2316138,0.425926119,0.096695967,0.153416671,0.32621865,-0.602894425,0.237186678,0.432320982,0.134273201,0.498515576,0.571828008,-0.192402266,0.450916156,0.568075776,0.192218713,0.491917208,0.69979611,-0.069257692,0.4520154,0.68518135,0.531959832,0.519265711,0.824285954,0.07674294,0.493927017,0.783327848,0.900541306,0.548751026,0.850389421,0.083426364,0.514607787,0.804137349,0.935189605,0.427412271,0.852011383,-0.098440219,0.404418617,0.80435738,0.874441087,1
0.137046233,0.370912269,-0.361531094,0.365395442,0.390508667,-0.382352263,0.19067172,0.425678521,-0.443392769,0.215552695,0.390879571,0.39382112,0.38521485,0.388360277,0.13749171,0.277064547,0.422764778,0.325711399,0.118773248,0.350302055,-0.386472017,0.209004723,0.3827371,0.403508767,0.135727294,0.344345495,-0.378699794,0.206480011,0.376167998,0.380122185,0.143578291,0.352374792,-0.351544231,0.208511479,0.3813425,0.380531147,0.369372725,0.581181794,-0.166934624,0.352223381,0.574687093,0.166700132,0.37634407,0.70219332,-0.071276449,0.367435813,0.686450899,0.340491936,0.399224445,0.817765981,0.02813029,0.414967254,0.78574717,0.551889658,0.4240385,0.841948032,0.031776699,0.440443903,0.808685035,0.569736928,0.305924311,0.844305992,-0.093089201,0.350770593,0.806239843,0.519729525,2
0.19247181,0.365841672,-0.628103495,0.504763186,0.380809501,-0.539223135,0.335058242,0.38457182,-0.656998724,0.230117515,0.418674126,0.128624171,0.463741988,0.387353301,0.092216957,0.352691859,0.418768093,0.231746405,0.148693636,0.349924266,-0.695707619,0.203017682,0.412075728,0.110254411,0.163922042,0.345877767,-0.686224997,0.198552467,0.408427268,0.053180341,0.166600443,0.355056927,-0.622525245,0.202660307,0.413686752,0.095008288,0.496584401,0.577139407,-0.192269512,0.445633665,0.572297394,0.191955298,0.489773244,0.70152235,-0.040431162,0.448797166,0.687614709,0.531360388,0.519898415,0.823895693,0.125647847,0.499274716,0.783735991,0.904498339,0.547923356,0.849577457,0.134899415,0.518970758,0.803557158,0.939215243,0.428718552,0.850487947,-0.040195324,0.412046298,0.805177838,0.86645472,1
0.14947544,0.378047258,-0.328548312,0.364481926,0.391603559,-0.379904866,0.203996167,0.430584997,-0.434397459,0.232018605,0.398612887,0.385987699,0.391226649,0.387681603,0.132337287,0.300357759,0.430618286,0.316117972,0.1290721,0.360461831,-0.354042739,0.223556653,0.384561568,0.399426788,0.142062664,0.354429126,-0.343547314,0.220083296,0.379299849,0.365710825,0.150646418,0.361970365,-0.31752497,0.222048581,0.386728406,0.368208945,0.367258221,0.580600679,-0.166487873,0.358759522,0.574463725,0.166249216,0.376701832,0.701985478,-0.054806177,0.371131092,0.685845792,0.34451142,0.398802578,0.818336427,0.05192199,0.413822472,0.785352111,0.561824083,0.423459679,0.8419438,0.057108171,0.438389927,0.807858109,0.582580566,0.305637449,0.844546974,-0.066891961,0.347887695,0.803663075,0.544070303,2
